,ur_intro,en_categories,title,language,link
0,رِشی سُنَک (انگریزی: Rishi Sunak) (ولادت 12 مئی 1980ء) ایک برطانوی سیاست دان ہیں جنھوں نے اکتوبر 2022ء سے جولائی 2024ء تک برطانیہ کے وزیر اعظم کی حیثیت سے خدمات انجام دیں۔ وہ اکتوبر 2022ء سے کنزرویٹو پارٹی کے رہنما رہے ہیں۔ 2024ء کے عام انتخابات کے بعد وہ قائد حزب اختلاف بن گئے۔ پہلے برطانوی ایشیائی وزیر اعظم ہے۔ اس سے قبل وہ بورس جانسن کے دور میں کابینہ کے دو عہدوں پر فائز تھے، بعد میں 2020ء سے 2022ء تک خزانے کے چانسلر کی حیثیت سے۔ سنک نے 2015ء سے 2024ء تک رکن پارلیمنٹ (ایم پی) کے طور پر خدمات انجام دیں اور درج ذیل باؤنڈری تبدیلیاں 2024ء سے رچمنڈ اور نارتھلرٹن کے لیے ایم پی ہیں۔رشی سونک کی ولادت ساؤتھمپٹن میں ایک بھارتی برطانوی خاندان میں 12 مئی 1980ء ہوئی۔ ان کے والدین مشرقی افریقا سے بھارت ہجرت کر گئے تھے۔رشی سونک کے دادا کا تعلق گوجرانوالہ (موجودہ پاکستان ) سے تھا، جبکہ ان کے نانا کا تعلق لدھیانہ (موجودہ ہندوستان) سے تھا۔ اس وقت دونوں شہر برطانوی ہندوستان کے صوبہ پنجاب میں تھے ۔ اس کے دادا دادی مشرقی افریقہ اور پھر 1960ء کی دہائی میں برطانیہ چلے گئے۔سونک کی تعلیم ونچسٹر کالج میں ہوئی۔ اس کے بعد لنکن کالج، اوکسفرڈ سے فلسفہ، سیاست اور معاشیات میں تعلیم حاصل کی اور جامعہ سٹنفورڈ سے ایم بی اے کی ڈگری حاصل کی۔ جامعہ سٹنفورڈ میں ہی ان کی ملاقات ان کی مستقبل کی شریکہ حیات اکشتا مورتی سے ہوئی۔ اکشتا انفوسیس کے بانی اور کڑوڑوں کی دولت کے مالک بھارتی نزاد تاجر این آر ناراین مورتی کی دختر ہیں۔ سونک اور مورتی کی مشترکہ مالیت 730m£ ہے (2022ء) اور وہ برطانیہ کے 222ویں سب سے امیر ہیں۔ گریجویشن کے بعد سونک نے گولڈمن سیکس میں ملازمت کی اور بعد میں ہیج فنڈ میں بطور مشترک کام کرتے رہے۔2015ء کے عام انتخابات میں سونک رچمنڈ (یورک) سے منتخب ہوئے اور تھریسا مے کی دوسری حکومت میں پارلیمانی انڈر سیکرٹری ریاست برائے لوکل گورنمنٹ رہے۔ انھوں نے ربیکسٹ سے اخراج کی حمایت تین مرتبہ ووٹنگ کی۔ مے کے استعفی کے بعد انھوں نے بورس جانسن کی حمایت کی اور جانسن کنزرویٹو کے لیڈر بنے۔ جانسن نے وزیر اعظم بننے کے بعد سونک کو خزانہ کا چیف سکریٹری بنادیا۔ فروری 2020ء میں ساجد جاوید کے استعفی کے بعد وہ اگزیکر کے چانسلے بھی بنے۔چانسلر بننے کے بعد کورونا وائرس کی عالمی وبا میں حکومت کی جانب سے معاشی تعاون میں سونک کا اہم کردار رہا۔ انھوں نے ایٹ آؤٹ ٹو ہیلپ آؤٹ اسکیم چلائی۔ 5 جولائی 2022ء کو بورس جانسن کے ساتھ معاشی پالیسی میں نا اتفاقی کی وجہ سے انھوں نے چانسلر کے عہدہ سے استعفی دے دیا۔ 8 جولائی 2022ء کو انھوں نے کنزرویٹیو پارٹی کے لیڈر کے لیے اپنی امیدواری کا اعلان کر دیا۔,"Category:1980 births|Category:21st-century prime ministers of the United Kingdom|Category:All articles with dead external links|Category:All articles with unsourced statements|Category:Alumni of Lincoln College, Oxford|Category:Articles with dead external links from February 2025|Category:Articles with hAudio microformats|Category:Articles with short description|Category:Articles with unsourced statements from September 2023|Category:British Indian history|Category:CS1 maint: multiple names: authors list|Category:Chancellors of the Exchequer of the United Kingdom|Category:Chief Secretaries to the Treasury|Category:Conservative Party (UK) MPs for English constituencies|Category:Conservative Party prime ministers of the United Kingdom|Category:English Hindus|Category:English people of Indian descent|Category:English people of Punjabi descent|Category:Goldman Sachs people|Category:Leaders of the Conservative Party (UK)|Category:Leaders of the Opposition (United Kingdom)|Category:Living people|Category:Members of the Privy Council of the United Kingdom|Category:Pages including recorded pronunciations|Category:Pages using Sister project links with hidden wikidata|Category:Pages using the Phonos extension|Category:Partygate scandal|Category:People appearing on C-SPAN|Category:People educated at Winchester College|Category:Politicians from Southampton|Category:Right-wing politics in the United Kingdom|Category:Rishi Sunak|Category:Short description matches Wikidata|Category:Stanford Graduate School of Business alumni|Category:UK MPs 2015–2017|Category:UK MPs 2017–2019|Category:UK MPs 2019–2024|Category:UK MPs 2024–present|Category:Use British English from December 2023|Category:Use dmy dates from February 2025|Category:Wikipedia indefinitely semi-protected pages",Rishi Sunak,ur,https://ur.wikipedia.org/wiki/%D8%B1%D8%B4%DB%8C_%D8%B3%D9%86%DA%A9
1,بدیا دیوی بھنڈاری (نیپالی زبان: विद्यादेवी भण्डारी) نیپال کی دوسری اور ملک کی جمہوری تاریخ میں پہلی خاتون صدر ہیں۔ وہ سابق نیپالی سیاست دان اور کمیونسٹ پارٹی آف نیپال کی لیڈر رہ چکی ہیں۔ انھیں 549 میں سے 327 ووٹ حاصل کرکے کل بہادر گرونگ کو ہراتے ہوئے صدر منتخب کیا گیا۔ یہ نیپال وزارت دفاع میں سابق وزیر دفاع بھی رہ چکی ہیں۔,"Category:1961 births|Category:21st-century Nepalese women politicians|Category:21st-century women presidents|Category:Articles containing Nepali (macrolanguage)-language text|Category:Articles with short description|Category:CS1 Nepali-language sources (ne)|Category:Candidates for President of Nepal|Category:Commons category link from Wikidata|Category:Communist Party of Nepal (Unified Marxist–Leninist) politicians|Category:Female defence ministers|Category:Female heads of state|Category:First women presidents in Asia|Category:Independent politicians in Nepal|Category:Living people|Category:Members of the 2nd Nepalese Constituent Assembly|Category:Ministers of defence of Nepal|Category:Nepal MPs 1991–1994|Category:Nepal MPs 1994–1999|Category:Nepal MPs 1999–2002|Category:Nepalese Hindus|Category:Pages with Nepali (macrolanguage) IPA|Category:People from Bhojpur District, Nepal|Category:Presidents of Nepal|Category:Short description is different from Wikidata|Category:Use dmy dates from October 2015|Category:Women presidents in Asia",Bidya Devi Bhandari,ur,https://ur.wikipedia.org/wiki/%D8%A8%D8%AF%DB%8C%D8%A7_%D8%AF%DB%8C%D9%88%DB%8C_%D8%A8%DA%BE%D9%86%DA%88%D8%A7%D8%B1%DB%8C
2,گریٹا ٹنٹن الیونورا ارن مین تھونبرگ (انگریزی: Greta Tintin Eleonora Ernman Thunberg) (ولادت: 3 جنوری 2003ء) سویڈن سے تعلق رکھنے والی عالمی حرارت بیداری مہم کا حصہ ہے اور ماحولیاتی کی فعال خاتون کارکن ہے۔ دنیا بھر میں اسے ماحولیات کے متعلق بیداری مہم کے لیے شناخت مل چکی ہے۔ وہ بے خوف خطر بولتی ہے اور اس کا لہجہ سپاٹ ہے۔ وہ عوام کے سامنے، سیاسی لیڈروں کے سامنے اور ایوانوں میں بلا جھجک گفتگو کرتی ہے اور آب و ہوا کی خرابی پر فوراً عمل درآمد کرنے کی کی طرف توجہ دلاتی ہے۔,Category:2003 births|Category:21st-century Swedish people|Category:21st-century Swedish women|Category:Activists for Palestinian solidarity|Category:Activists with disabilities|Category:All articles containing potentially dated statements|Category:Articles containing Swedish-language text|Category:Articles containing potentially dated statements from April 2022|Category:Articles containing video clips|Category:Articles with hCards|Category:Articles with short description|Category:Autism activists|Category:Biography with signature|Category:CS1 Finnish-language sources (fi)|Category:CS1 French-language sources (fr)|Category:CS1 German-language sources (de)|Category:CS1 Portuguese-language sources (pt)|Category:CS1 Spanish-language sources (es)|Category:CS1 Swedish-language sources (sv)|Category:CS1 interproject-linked names|Category:CS1 interwiki-linked names|Category:Fellows of the Royal Scottish Geographical Society|Category:Good articles|Category:Greta Thunberg|Category:Living people|Category:Pages including recorded pronunciations|Category:Pages using the Phonos extension|Category:Pages with Swedish IPA|Category:Peace award winners|Category:People appearing on C-SPAN|Category:People from Stockholm|Category:People with Asperger syndrome|Category:People with obsessive–compulsive disorder|Category:Short description is different from Wikidata|Category:Sommar (radio program) hosts|Category:Swedish anti-Zionists|Category:Swedish climate activists|Category:Swedish environmentalists|Category:Swedish people with disabilities|Category:Swedish women environmentalists|Category:Time Person of the Year|Category:Use British English from January 2019|Category:Use dmy dates from March 2024|Category:Veganism activists|Category:Webarchive template wayback links|Category:Wikipedia indefinitely semi-protected biographies of living people|Category:Youth climate activists,Greta Thunberg,ur,https://ur.wikipedia.org/wiki/%DA%AF%D8%B1%DB%8C%D9%B9%D8%A7_%D8%AA%DA%BE%D9%88%D9%86%D8%A8%D8%B1%DA%AF
3,ہندی دیومالا کی ایک دیوی جس کی پرستش دراوڑ جنگ و تباہ کاری کی دیوی کی حیثیت سے کرتے تھے۔ آریائی تصورات کے ملاپ سے سنسکرت کی رزمیہ داستانوں میں یہ اوما کی مثنی اور شیو کی بیوی بنا دی گئی۔ اسے کالی دیوی کا ایک روپ بھی سمجھا جاتا ہے۔ اس کی پوجا اکثر عقیدے کے ہندوؤں کے یہاں رائج ہے۔ دسہرا، جسے بنگال میں درگا پوجا کہتے ہیں، اس کے خیر مقدم کا خاص تہوار ہے۔ اس کا چہرہ اس کی جنگجو فطرت کے باوجود نہایت خوبصورت بنایا جاتا ہے۔ یہ پاروتی کا ایک جنگجو اوتار ہے۔ہندو مت میں تمام دیوی دیوتاوں کی تصاویر بنائی جاتی ہیں اور درگا کو ایک دیوی کے طور پر دکھایا جاتا ہے جو شیر یا ببر شیر پر سوار رہتی ہے۔ اس کے متعدد ہاتھ ہیں اور ہر ہاتھ میں اسلحہ رہتا ہے۔ عموما وہ بھینس والے شیطان کو مار رہی ہوتی ہے۔درجا پوجا کے تین بنیادی طریقے ہیں؛ مہا درگا، چنڈیکا اور اپرجیت۔ ان تینوں میں چندیکا کی دو اقسام ہیں؛ چنڈی جس کے پاس سرسوتی، لکشمی اوت پاروتی کی مجموعی طاقت ہے اور وہ ان کی خصوصیات کی حامل ہے۔ دوسری قسم چامونڈا ہے جو کالی کی طاقت کی حامل ہے اور جسے دیوی نے چنڈا اور منڈا کا وناش کرنے کے لیے بنایا تھا۔ ماں درگا کی تین قسمیں ہیں: اوگرچند، بھدرکلی اور کتیہ یانی۔ بھدرکلی درگا اپنے 9 اوتاروں میں بھی پوجی جاتی ہے جسے نودرگا کہتے ہیں۔درگا ہندو مت کے شکتی مت کا ایک متوسط روپ ہے۔ اسے ایک حتمی حقیقت کا تصور دیا جاتا ہے اور وہ برہم کے درجہ میں مانی جاتی ہے۔ شکتی مت کے اہم متون میں دیوی مہاتمیا کو اہم مقام حاصل ہے۔ اسے چنڈی پاٹھ بھی کہا جاتا ہے۔ اس متن میں درگا کو سب سے عظیم ذات تصور کیا جاتا ہے جو خالق کائنات بھی ہے۔ اندازہً 400ء و 600ء کے بیچ میں مترب کیا گیا۔ شکت ہندو مت میں یہ متن بھگود گیتا کی طرح مقدس ہے۔ بھارت، نیپال اور بنگلہ دیش میں درگا کو خاصی اہمیت حاصل ہے اور اس کے معتقدین موجود ہیں۔ بھارت میں بالخصوص شمالی علاقہ میں جیسے مغربی بنگال، اوڈیشا، جھارکھنڈ، آسام اور بہار۔,Category:All articles with unsourced statements|Category:Articles containing Sanskrit-language text|Category:Articles having different image on Wikidata and Wikipedia|Category:Articles with short description|Category:Articles with unsourced statements from February 2017|Category:Articles with unsourced statements from January 2023|Category:Articles with unsourced statements from July 2023|Category:CS1 Bengali-language sources (bn)|Category:CS1 Hindi-language sources (hi)|Category:Commons category link from Wikidata|Category:Destroyer goddesses|Category:Durga|Category:Durga Puja|Category:EngvarB from August 2020|Category:Forms of Lakshmi|Category:Forms of Parvati|Category:Hindu goddesses|Category:Justice goddesses|Category:Mother goddesses|Category:Mythological swordfighters|Category:Shaktism|Category:Short description is different from Wikidata|Category:Use dmy dates from November 2021|Category:War goddesses|Category:Webarchive template wayback links,Durga,ur,https://ur.wikipedia.org/wiki/%D8%AF%D8%B1%DA%AF%D8%A7
4,شمال مغربی بھارت کا ایک دریا جسے دیوی سروتی کی تجسیم مانا جاتا تھا۔ بیشتر اوقات ایسے جدید سروتی کے طور پر متشخص کر لیا جاتا ہے ۔، جو پٹیالہ کے قریب ریت میں کھوجاتی ہے۔ علاقہ کی بے پناہ خشک بنجر اور جنوب مغربی مون سون ہواؤں کے زیر اثر کھسکتی ریت کے باعث ہمیں اس دریا کی خشک گذر گاہ کے علاوہ اور کوئی سراخ نہیں ملتا ہے۔ لگتا ہے رگ وید میں مذکور دریاؤں میں سرسوتی معاروف ترین تھا۔ اسے بہترین ماں، دریاؤں میں بہترین اور دیویوں میں بہترین کے القاب سے یاد کیا جاتا تھا۔ ویدوں کے عہد میں سروسوتی غالباً ستلج کے حجم کے برابر تھا اور رگ وید کے مطابق یہ سمندر میں بھی جا گرتا تھا۔ اسے سردار، واگیشور اور برہمی کے القابات سے بھی پکارہ جاتا تھا۔ ّبری کی مناجات بھارتی اور الا کے ساتھ ساتھ اس دیوی سے بھی منسوب ہے۔ دریا دیوی ہونے کے باعث اس کا تعلق زرخیزی، پیدائش اور خصوصاً پاکیزگی سے ہے، اس کے پانیوں میں نہانے اور اس کے کنارے اشنان کرنے والا ہر قسم کی الائشوں سے پاک ہوجاتا تھا ۔اپنی اہمیت کے باعث سرسوتی اور درسوتی کا درمیانی علاقہ برہم ورت کہلاتا تھا۔۔ یہی علاقہ بعد میں متشکل کے علاقہ میں ہونے والی کورو کی سلطنت میںمرکزی حثیت اختیار کرگیا تھا۔سرسوتی شاعروں اور ادیبوں کی سر پرست دیوی ہے۔ کتب خانوں میں اس کی عبادت دوران پھول اور پھل پیش کیے جاتے ہیں اور لوبان سلگایا جاتا ہے۔کچھ محققین کے متطابق سرسوتی سرس سے ماخوذ ہے، جس کا مطلب بہاؤ اور پانی کے مترادف ہے۔میسور کے علاقہ میں اسے چونسٹھ فنون کی دیوی تسلیم کیا جاتا ہے۔ اس کے القابات میں مہا دریا اور دھنیشوری بھی شامل ہے ں۔ اسے مختلف جگہوں پرڈکس کی بیٹی اور برہم کی بیوی ) یا بیٹی ( کہا گیا ہے۔ البتہ اس کا وشنو، دھرم یا متو میں سے کسی کی بیوی ہونا بھی تسلیم کیا جاتا ہے ۔,Category:All articles covered by WikiProject Wikify|Category:All articles needing references cleanup|Category:All articles with unsourced statements|Category:Articles containing Burmese-language text|Category:Articles containing Chinese-language text|Category:Articles containing Japanese-language text|Category:Articles containing Sanskrit-language text|Category:Articles containing Standard Tibetan-language text|Category:Articles containing Thai-language text|Category:Articles covered by WikiProject Wikify from November 2023|Category:Articles having same image on Wikidata and Wikipedia|Category:Articles with short description|Category:Articles with unsourced statements from December 2023|Category:Articles with unsourced statements from February 2019|Category:Arts goddesses|Category:Buddhist goddesses|Category:Consorts of Brahma|Category:Consorts of Vishnu|Category:EngvarB from September 2016|Category:Hindu goddesses|Category:Jain minor deities|Category:Knowledge goddesses|Category:Music and singing goddesses|Category:Pages using Sister project links with default search|Category:Pages using infobox deity with color param|Category:Pages with Burmese IPA|Category:Personifications of rivers|Category:Rigvedic deities|Category:Saraswati|Category:Sea and river goddesses|Category:Shaktism|Category:Short description is different from Wikidata|Category:Taras|Category:Tiruvalluva Maalai contributors|Category:Use dmy dates from September 2016|Category:Wikipedia articles incorporating a citation from the 1911 Encyclopaedia Britannica with Wikisource reference|Category:Wikipedia articles incorporating text from the 1911 Encyclopædia Britannica|Category:Wikipedia articles needing clarification from February 2019|Category:Wikipedia pages semi-protected against vandalism|Category:Wikipedia references cleanup from November 2023|Category:Wisdom goddesses,Saraswati,ur,https://ur.wikipedia.org/wiki/%D8%B3%D8%B1%D8%B3%D9%88%D8%AA%DB%8C
5,یسوع (جنہیں عیسیٰ بھی کہا جاتا ہے اور دوسری زبانوں میں: عبرانی: יֵשׁוּעַ؛ سریانی: ܝܫܘܥ) مسلمانوں اور مسیحیوں دونوں کے نزدیک نہایت مقدس ہستی ہیں۔ مسلمان ان کو اللہ کا برگزیدہ نبی مانتے ہیں اور عیسیٰ کے نام سے پکارتے ہیں۔   یسوع راہ، حق اور زندگی ہے۔  اس نے کہا کہ کوئی اس کے وسیلہ کے بغیر خدا کے پاس نہیں جا سکتا یعنی خدا تک پہنچنے کا واحد وسیلہ ہے وہ۔  اس کا مطلب یہ ہے کہ وہ نظریہ غلط ہے کہ باقی تمام تر مذاہب مختلف راستے ہیں جو خدا تک ہی پہنچتے ہیں۔ جو ہم نے ابھی پڑھا ہے اس کے مطابق خدا تک پہنچنے کا صرف ایک راستہ ، خداوند یسوع مسیح ہے۔  اس کے سواءکوئی خدا تک نہیں پہنچ سکتا ۔ جبکہ مسلمان اور مسیحی دونوں یہ عقیدہ رکھتے ہیں کہ یسوع مسیح بغیر باپ کے ایک کنواری ماں مریم سے پیدا ہوئے۔آج سے تقریباً دو ہزار سال پیشتر مشرق وسطیٰ میں یسوع مسیح جنہیں اہل اسلام عیسیٰ ابن مریم کہتے ہیں معبوث ہوئے۔ اس وقت وہاں پر رومی حکومت کا قبضہ تھا۔ مقامی بادشاہ اور گورنر اس کے ماتحت ہی حکومت کرتے تھے۔ سیدنا یسوع مسیح کی تعلیمات اور آپ کی نوعِ انسانی کے لیے محبت سے دنیا کی تمام اقوام آگاہ ہیں۔ بے شک اس امر میں اَختلاف رائے تو پایا جاتا ہے کہ سیدنا یسوع مسیح کون تھے، لیکن غیر متعصب اشخاص کی اکثریت اِس بات پر متفق ہے کہ اگر آپ کی تعلیمات اور آپ کے نمونہ پر عمل کیا جائے، تو محبت اور رحمدلی کو فروغ ہوگا اور نفرت، ظلم اور غرباء کی استحصال میں خاطر خواہ کمی واقع ہوگی۔,Category:0s BC births|Category:1st-century BCE Jews|Category:1st-century Jews|Category:1st-century apocalypticists|Category:1st-century executions|Category:1st-century people|Category:1st-century rabbis|Category:30s deaths|Category:Angelic visionaries|Category:Articles containing Ancient Greek (to 1453)-language text|Category:Articles containing Biblical Hebrew-language text|Category:Articles containing Church Slavonic-language text|Category:Articles containing Classical Syriac-language text|Category:Articles containing Coptic-language text|Category:Articles containing Ge'ez-language text|Category:Articles containing Hebrew-language text|Category:Articles containing Latin-language text|Category:Articles containing Tagalog-language text|Category:Articles incorporating a citation from the 1913 Catholic Encyclopedia with Wikisource reference|Category:Articles with Encyclopædia Britannica links|Category:Articles with hAudio microformats|Category:Articles with hCards|Category:Articles with short description|Category:Ascetics|Category:CS1 French-language sources (fr)|Category:Creator gods|Category:Deified men|Category:Exorcists|Category:Faith healers|Category:Featured articles|Category:Founders of religions|Category:God in Christianity|Category:Jesus|Category:Jewish messiah claimants|Category:Judean people|Category:Justice gods|Category:Killed deities|Category:Life-death-rebirth gods|Category:Miracle workers|Category:Names of God|Category:Nonviolence advocates|Category:Pages using Sister project links with hidden wikidata|Category:Pages using infobox person with multiple parents|Category:Pages using sidebar with the child parameter|Category:Pages with numeric Bible version references|Category:People considered avatars by their followers|Category:People executed by crucifixion|Category:People executed by the Roman Empire|Category:People from Bethlehem|Category:People from Nazareth|Category:Prophets in the Druze faith|Category:Prophets of the New Testament|Category:Rabbis of the Land of Israel|Category:Savior gods|Category:Short description is different from Wikidata|Category:Spoken articles|Category:Torture victims|Category:Use Oxford spelling from December 2024|Category:Use dmy dates from February 2024|Category:Webarchive template wayback links|Category:Wikipedia indefinitely move-protected pages|Category:Wikipedia indefinitely semi-protected pages|Category:Year of birth uncertain|Category:Year of death uncertain,Jesus,ur,https://ur.wikipedia.org/wiki/%DB%8C%D8%B3%D9%88%D8%B9_%D9%85%D8%B3%DB%8C%D8%AD
6,کنواری مریم یا مریم بتول (یونانی: Παρθένος Μαρία، نقحر: برثینوس مریا؛ آرامی: ܡܪܝܡ، نقحر: ماریم‎؛ عبرانی: מרים הבתולה، نقحر: مِریَم ہَبِتولہ‎) کو مختلف ناموں سے (مقدسہ مریم، مریم ناصری وغیرہ) پکارا جاتا ہے۔ وہ ناصرت سے تعلق رکھنے والی پہلی صدی قبل مسیح کی ایک گلیلی یہودیخاتون تھیں۔ قرآن اور نئے عہد نامے کے مطابق کنواری مریم سے بغیر کسی مرد کی مداخلت کے یسوع مسیح (عیسیٰ مسیح) پیدا ہوئے۔مسیحی روایتوں کے مطابق جب جبرئیل فرشتے نے کنواری مریم کو یسوع کے حمل کی بشارت دی، اس وقت مریم کی یوسف نجار سے منگنی ہو چکی تھی۔ ایپوکریفا اور پادریوں کی کتابوں میں کنواری مریم کے عہد دوشیزگی اور یسوع مسیح کی علانیہ دعوت تک ان کا ذکر ملتا ہے۔ نیز ان میں مریم کے متعلق مسیحی فرقوں کے متفرق عقائد کا تذکرہ بھی کیا گیا ہے۔ کنواری مریم کو کلیسیا متعدد القاب سے یاد کرتا ہے جن میں ملکہ، مبارکہ، شفیعہ، موتمنہ وغیرہ معروف ہیں۔ الغرض مسیحی عقائد میں کنواری مریم کو انتہائی اہمیت حاصل ہے، چنانچہ دنیا بھر میں مریم کے نام پر بے شمار گرجا گھر تعمیر کیے گئے ہیں اور سال بھر میں ان کی یاد میں متعدد تقریبیں منعقد کی جاتی ہیں۔ مسیحیت اور کتاب مقدس میں مریم اور ان کے کردار کا مطالعہ مریمیات کہلاتا ہے۔دین اسلام اور مسلمانوں کے یہاں بھی کنواری مریم کا خاص مقام ہے۔ وہ دنیا کی بہترین عورتوں میں سے ایک سمجھی جاتی ہیں۔ اسلامی روایتوں کے مطابق آل عمران کنواری مریم کا خاندان تھا، اس خاندان پر پوری ایک سورت کا نام رکھا گیا، نیز قرآن کی انیسویں سورت کا نام سورہ مریم ہے اور قرآن کی یہ واحد سورت ہے جس کا نام کسی خاتون کے نام پر رکھا گیا ہے۔,Category:All article disambiguation pages|Category:All disambiguation pages|Category:Disambiguation pages|Category:Disambiguation pages with given-name-holder lists|Category:Place name disambiguation pages|Category:Short description is different from Wikidata,Mary,ur,https://ur.wikipedia.org/wiki/%DA%A9%D9%86%D9%88%D8%A7%D8%B1%DB%8C_%D9%85%D8%B1%DB%8C%D9%85
7,مہاویر کا اصلی نام وردھمان تھا اور مہاویر پیروکاروں کی جانب سے دیا گیا خطاب تھا۔ وہ مہاویر یعنی (مہا=عظیم، ویر=سورما) عظیم سورما کے نام سے جانا جاتا ہے۔ جین مت کے پیروکار انھیں ایک دیوتا مانتے ہیں۔ وردھمان 599 قبل مسیح میں پیدا ہوئے۔۔ وردھمان اور گوتم بدھ کی زندگی میں کافی مماثلتیں پائی جاتی ہیں۔ اتفاقاً یہ دونوں ایک ہی دور کے اور ایک ہی علاقے کے ہیں۔ وردھمان ایک شاہی گھرانے سے تعلق رکھتے تھے۔ 30 سال کی عمر میں بیوی، بیٹی اور گھر بار چھوڑ کر تارک الدنیا ہو گئے اور ایک ہی لباس میں گھر سے نکل گئے۔ فقیرانہ زندگی گزاری، کوئی سر و سامان ساتھ نہیں رکھا۔ ایک ہی لباس میں رہتے رہے اور کسی قسم کا کوئی سامان پاس نہیں رکھا، حتی کہ پانی کا پیالہ تک نہیں۔ بعد میں لباس پھٹ جانے پر برہنہ رہنے لگے۔ 43 سال کی عمر میں اپنے نظریات کو عوام کے سامنے رکھا اور اپنے نظریات کی تبلیغ شروع کی۔ 527 قبل مسیح وفات پائی۔ اس وفات پانے کو جین مت میں “نروانا“ کہتے ہیں۔ آخری عمر تک بہت سے نوجوانوں کو تعلیم دیتے رہے۔ اہنسا (عدم تشدد) کا فلسفہ پیش کیا جو جین مت کا بنیادی اُصول ہے۔جین مت کے 24ویں تیرتھانکر (گروؤں کا سلسلہ) مہاویر عدم تشدد کا ایک بہترین نمونہ تھے۔ ان کی زندگی قربانی اور مراقبہ سے لبریز تھی۔ انھوں نے اپنے ساتھ ایک لنگوٹی تک کا زاد نہیں رکھا۔ ان کے دور میں لوگوں میں تشدد عام تھا، لوگوں میں افراتفری، بد ترتیبی، غیر مذہبیت، جہالت، لاقانونیت عام تھی۔ ذات پات کے جھگڑے، اونچ نیچ کا رسم عام تھا۔ اس دور میں وردھمان پیدا ہوئے۔ سماج کی ان برائیوں کو دیکھ دہل گئے، گھر بار چھوڑ کر راہبانہ زندگی اختیار کرلی اور جنگل جنگل ہو گئے۔ انھوں نے دنیا کو سچائی، عدم تشدد کا سبق دیا۔ اور گھومتے گھومتے اپنی تعلیمات کی تبلیغ کرنے لگے۔انھوں نے دنیا کو پنچ شیل (شیل=نیک) کے اصول بتائے۔ اس کے مطابق؛ستیہ = سچائی، صداقتاہنسا = عدم تشدد،آستییہ = چوری نہ کرنا یا پرہیزگاری کے بھی معنی لی جا سکتی ہے۔برہم چریہ = رحبانیت، مجرد، سنیاس زندگیاپری گرہ = جتنی ضرورت ہے اتنا ہی رکھو (قناعت پسندی)ان تعلیمات کی تبلیغ کرتے رہے اور لوگوں کو راغب کرتے رہے۔ اس تشدد اور ظلم والے دور میں ان کی تعلیمات کا اثر خوب رہا۔ ہندو دھرم سے بیزار عوام ان کے پیروکار بننے لگے۔,Category:5th-century BC Indian Jains|Category:5th-century BC Indian monks|Category:5th-century BC Indian philosophers|Category:5th-century BC Jain monks|Category:6th-century BC Indian Jains|Category:6th-century BC Indian monks|Category:6th-century BC Indian people|Category:6th-century BC Indian philosophers|Category:6th-century BC Jain monks|Category:All Wikipedia articles written in Indian English|Category:Articles having same image on Wikidata and Wikipedia|Category:Articles with short description|Category:Ascetics|Category:CS1: long volume value|Category:CS1 Hindi-language sources (hi)|Category:CS1 maint: location missing publisher|Category:Commons category link from Wikidata|Category:Indian Jain monks|Category:Indian Jain religious leaders|Category:Indian nonviolence advocates|Category:Indian princes|Category:Mahavira|Category:Nāyas|Category:Pages using Sister project links with default search|Category:People from Bihar|Category:People from the Vajjika League|Category:Short description matches Wikidata|Category:Solar dynasty|Category:Source attribution|Category:Tirthankaras|Category:Use Indian English from December 2015|Category:Use dmy dates from December 2015,Mahavira,ur,https://ur.wikipedia.org/wiki/%D9%85%DB%81%D8%A7%D9%88%DB%8C%D8%B1
