,ta_intro,en_categories,title,language,link
0,"இரிசி சுனக்கு (Rishi Sunak, பிறப்பு:12 மே 1980) ஐக்கிய இராச்சியத்தின் அரசியல்வாதி ஆவார். இவர் 2022 முதல் 2024 வரை ஐக்கிய இராச்சியத்தின் பிரதமராகவும், 2022 அக்டோபர் 24 முதல் கன்சர்வேடிவ் கட்சியின் தலைவராகவும் உள்ளார். 2024 சூலை முதல் எதிர்க்கட்சித் தலைவராகவும் பணியாற்றுகிறார். இவர் மக்களவையில் 2015 முதல் ஓர்  உறுப்பினராகவும், நான்கு முக்கிய துறைகளில் ஒன்றான கருவூலத்துறையின் தலைவராகவும் 2020 முதல் 2022 வரை இருந்தவர்.இவர் ஐக்கிய இராச்சியத்தில் சவுத்தாம்டனில் கிழக்கு ஆப்பிரிக்காவில் இருந்து 1960களில் குடியேறிய இந்திய (பஞ்சாபு) வமிசாவளி பெற்றோர்களுக்கு மூத்த மகனாகப் பிறந்தார். வின்செசுட்டர் கல்லூரியில் படித்தார், பிறகு ஆக்குசுபோர்தில் இலிங்கன் கல்லூரியில் மெய்யியல், அரசியல் பொருளாதரம் ஆகிய துறைகளில் படித்து பின்னர் இசுட்டான்போர்டு பல்கலைக்கழகத்தில் புல்பிரைட்டு புலமைப்பரிசில் பெற்று முதுகலை வணிக மேலாண்மைத் துறையில் முதுகலைப் பட்டம் பெற்றார். இசுட்டான்போர்டு பல்கலைக்கழகத்தில் பயிலும் பொழுது தன் எதிர்கால மனைவியாகிய அட்சதா மூர்த்தியைச் சந்தித்தார். அட்சதா இந்தியத் தொழில் அதிபரும், இன்போசிசு நிறுவனருமான நா. ரா. நாராயணமூர்த்தியின் மகள் ஆவார். படிப்பு முடிந்ததும், சுனக்கு கோல்டுமன் சாக்சு நிறுவனத்தில் கூடுதல் ஈட்டம் தரும் பாதுகாப்பு முதலீட்டுத் துறை நிறுவனங்களில் பணியாற்றினார். சுனக்கும் அவர் மனைவி அட்சதா மூர்த்தியும் ஐக்கிய இராச்சியத்தில் 222 ஆவது பெரிய பணக்காரர், அவர்களின் மொத்த மதிப்பு £730 மில்லியன் என்று கணக்கிட்டிருக்கின்றார்கள்.இரிசி சுனக் பிரதமராகப் பணியாற்றிய காலத்தில், பொருளாதாரத்தை மேம்படுத்தவும், தேசிய அரசியலைத் திடப்படுத்தவும் முயன்றார். ஐந்து முக்கிய முன்னுரிமைகளைக் கோடிட்டுக் காட்டினார்: பணவீக்கத்தைப் பாதியாகக் குறைத்தல், பொருளாதாரத்தை வளர்ப்பது, கடனைக் குறைத்தல், தேசிய சுகாதார சேவை காத்திருப்புப் பட்டியலைக் குறைத்தல், ருவாண்டா புகலிடத் திட்டத்தைச் செயல்படுத்துவதன் மூலம் ஆங்கிலேயக் கால்வாயின் சட்டவிரோத சிறிய படகுக் கடவை நிறுத்துதல் போன்றவையாகும். வெளியுறவுக் கொள்கையில், சுனக் உக்ரைன் மீதான உருசியப் படையெடுப்பிற்கு விடையிறுக்கும் வகையில் வெளிநாட்டு உதவி, ஆயுத ஏற்றுமதிகளை அங்கீகரித்தார், இசுரேல்-ஹமாஸ் போர் தொடங்கிய தாக்குதல்களுக்குப் பிறகு இசுரேலுக்கு ஆதரவளிப்பதாக உறுதியளித்தார், அதே வேளையில், காசாப் பகுதியில் போர் நிறுத்தத்திற்கு அழைப்பு விடுத்தார். 2023, 2024 உள்ளாட்சித் தேர்தல்களில் கட்சி பெரும் பின்னடைவுகளைச் சந்தித்தது. இலையுதிர்காலத்தில் தேர்தல் நடத்தப்படும் என்று பரவலாக எதிர்பார்க்கப்பட்ட போதிலும், சுனக் சூலை 2024 க்கு உடனடிப் பொதுத் தேர்தலுக்கு அழைத்தார்; பழமைவாதிகள் இந்தத் தேர்தலில் கீர் இசுட்டார்மர் தலைமையிலான எதிர்க்கட்சியான தொழிற் கட்சியிடம் பெரும் தோல்வியடைந்தனர். இதன்மூலம் 14 ஆண்டுகால பழமைவாத அரசாங்கம் முடிவுக்கு வந்தது. பிரதமர் பதவியை விட்டு வெளியேறிய பிறகு, சுனக் எதிர்க்கட்சித் தலைவரானார், ஒரு நிழல் அமைச்சரவையையும் உருவாக்கினார்.","Category:1980 births|Category:21st-century prime ministers of the United Kingdom|Category:All articles with dead external links|Category:All articles with unsourced statements|Category:Alumni of Lincoln College, Oxford|Category:Articles with dead external links from February 2025|Category:Articles with hAudio microformats|Category:Articles with short description|Category:Articles with unsourced statements from September 2023|Category:British Indian history|Category:CS1 maint: multiple names: authors list|Category:Chancellors of the Exchequer of the United Kingdom|Category:Chief Secretaries to the Treasury|Category:Conservative Party (UK) MPs for English constituencies|Category:Conservative Party prime ministers of the United Kingdom|Category:English Hindus|Category:English people of Indian descent|Category:English people of Punjabi descent|Category:Goldman Sachs people|Category:Leaders of the Conservative Party (UK)|Category:Leaders of the Opposition (United Kingdom)|Category:Living people|Category:Members of the Privy Council of the United Kingdom|Category:Pages including recorded pronunciations|Category:Pages using Sister project links with hidden wikidata|Category:Pages using the Phonos extension|Category:Partygate scandal|Category:People appearing on C-SPAN|Category:People educated at Winchester College|Category:Politicians from Southampton|Category:Right-wing politics in the United Kingdom|Category:Rishi Sunak|Category:Short description matches Wikidata|Category:Stanford Graduate School of Business alumni|Category:UK MPs 2015–2017|Category:UK MPs 2017–2019|Category:UK MPs 2019–2024|Category:UK MPs 2024–present|Category:Use British English from December 2023|Category:Use dmy dates from February 2025|Category:Wikipedia indefinitely semi-protected pages",Rishi Sunak,ta,https://ta.wikipedia.org/wiki/%E0%AE%87%E0%AE%B0%E0%AE%BF%E0%AE%9A%E0%AE%BF_%E0%AE%9A%E0%AF%81%E0%AE%A9%E0%AE%95%E0%AF%8D%E0%AE%95%E0%AF%81
1,"வித்யா தேவி பண்டாரி (நேபாளி: विद्यादेवी भण्डारी; பிறப்பு: 19 ஜூன் 1961) நேபாளத்தின் தற்போதைய குடியரசுத் தலைவராவார். இந்நாட்டின் இரண்டாவது குடியரசுத் தலைவராக 2015இல் தேர்ந்தெடுக்கப்பட்ட இவரே நேபாளத்தின் முதல் பெண் குடியரசுத் தலைவருமாவார். 28 அக்டோபர் 2015 அன்று குடியரசுத் தலைவர் தேர்தலில் வெல்லும் முன்பு இவர் அனைத்து நேபாள பெண்கள் அமைப்பின் தலைவராகவும், நேபாள பொதுவுடைமைக் கட்சி (ஒன்றிணைந்த மார்க்சிஸ்ட் - லெனினிஸ்ட்)-இன் துணைத் தலைவராகவும் இருந்தார். நாடாளுமன்ற வாக்கெடுப்பில் 549க்கு 327 வாக்குகள் பெற்று, குல் பகதூர் குருங்கைத் தோற்கடித்து குடியரசுத் தலைவராகத் தேர்வானார். இதற்கு முன்னர் நேபாள அரசில் பாதுகாப்பு அமைச்சர் பதவியையும் வகித்திருக்கிறார். நேபாளத்தில் இப்பதவியை வகித்த முதல் பெண்மணி இவரே ஆவார்.வித்யாதேவி பண்டாரி இரண்டாவது முறையாக நேபாளக் குடியரசுத் தலைவராக  நேபாள நாடாளுமன்றத்தால் 13 மார்ச் 2018 அன்று தேர்ந்தெடுக்கப்பட்டார்.","Category:1961 births|Category:21st-century Nepalese women politicians|Category:21st-century women presidents|Category:Articles containing Nepali (macrolanguage)-language text|Category:Articles with short description|Category:CS1 Nepali-language sources (ne)|Category:Candidates for President of Nepal|Category:Commons category link from Wikidata|Category:Communist Party of Nepal (Unified Marxist–Leninist) politicians|Category:Female defence ministers|Category:Female heads of state|Category:First women presidents in Asia|Category:Independent politicians in Nepal|Category:Living people|Category:Members of the 2nd Nepalese Constituent Assembly|Category:Ministers of defence of Nepal|Category:Nepal MPs 1991–1994|Category:Nepal MPs 1994–1999|Category:Nepal MPs 1999–2002|Category:Nepalese Hindus|Category:Pages with Nepali (macrolanguage) IPA|Category:People from Bhojpur District, Nepal|Category:Presidents of Nepal|Category:Short description is different from Wikidata|Category:Use dmy dates from October 2015|Category:Women presidents in Asia",Bidya Devi Bhandari,ta,https://ta.wikipedia.org/wiki/%E0%AE%B5%E0%AE%BF%E0%AE%A4%E0%AF%8D%E0%AE%AF%E0%AE%BE_%E0%AE%A4%E0%AF%87%E0%AE%B5%E0%AE%BF_%E0%AE%AA%E0%AE%A3%E0%AF%8D%E0%AE%9F%E0%AE%BE%E0%AE%B0%E0%AE%BF
2,"கிரேட்டா தூன்பர்க் (Greta Thunberg; சுவீடிய மொழி: [ˈɡrêːta ˈtʉ̂ːnbærj] (); பிறப்பு: 3 சனவரி 2003) சுவீடன் நாட்டைச் சேர்ந்த,  உலகின் பருவநிலை காக்க போராடும் 15 வயதேயான பெண் ஆவார்.",Category:2003 births|Category:21st-century Swedish people|Category:21st-century Swedish women|Category:Activists for Palestinian solidarity|Category:Activists with disabilities|Category:All articles containing potentially dated statements|Category:Articles containing Swedish-language text|Category:Articles containing potentially dated statements from April 2022|Category:Articles containing video clips|Category:Articles with hCards|Category:Articles with short description|Category:Autism activists|Category:Biography with signature|Category:CS1 Finnish-language sources (fi)|Category:CS1 French-language sources (fr)|Category:CS1 German-language sources (de)|Category:CS1 Portuguese-language sources (pt)|Category:CS1 Spanish-language sources (es)|Category:CS1 Swedish-language sources (sv)|Category:CS1 interproject-linked names|Category:CS1 interwiki-linked names|Category:Fellows of the Royal Scottish Geographical Society|Category:Good articles|Category:Greta Thunberg|Category:Living people|Category:Pages including recorded pronunciations|Category:Pages using the Phonos extension|Category:Pages with Swedish IPA|Category:Peace award winners|Category:People appearing on C-SPAN|Category:People from Stockholm|Category:People with Asperger syndrome|Category:People with obsessive–compulsive disorder|Category:Short description is different from Wikidata|Category:Sommar (radio program) hosts|Category:Swedish anti-Zionists|Category:Swedish climate activists|Category:Swedish environmentalists|Category:Swedish people with disabilities|Category:Swedish women environmentalists|Category:Time Person of the Year|Category:Use British English from January 2019|Category:Use dmy dates from March 2024|Category:Veganism activists|Category:Webarchive template wayback links|Category:Wikipedia indefinitely semi-protected biographies of living people|Category:Youth climate activists,Greta Thunberg,ta,https://ta.wikipedia.org/wiki/%E0%AE%95%E0%AE%BF%E0%AE%B0%E0%AF%87%E0%AE%9F%E0%AF%8D%E0%AE%9F%E0%AE%BE_%E0%AE%A4%E0%AF%82%E0%AE%A9%E0%AF%8D%E0%AE%AA%E0%AE%B0%E0%AF%8D%E0%AE%95%E0%AF%8D
3,"துர்க்கை புகழ்பெற்ற தமிழ்த் தெய்வம் ஆகும். துர்க்கை என்னும் சொல்லுக்கு வடமொழியில் ""வெல்லமுடியாதவள்"" என்று பொருள் தமிழில் வெற்றிக்கு உரியவள். அன்னை துர்க்கைக்கு பல்வேறுபட்ட புராணக் கதைகள் உள்ள போதும் மகிடாசுரனாம் மேதியவுணனை அழிக்கவே அவள் தோன்றியதாகச் சொல்லப்படுகின்றது. அதனால் அவள் மகிடாசுரமர்த்தினி அல்லது மேதியவுணன்கொல்பாவை என்றும் அழைக்கப்படுவதுண்டு.",Category:All articles with unsourced statements|Category:Articles containing Sanskrit-language text|Category:Articles having different image on Wikidata and Wikipedia|Category:Articles with short description|Category:Articles with unsourced statements from February 2017|Category:Articles with unsourced statements from January 2023|Category:Articles with unsourced statements from July 2023|Category:CS1 Bengali-language sources (bn)|Category:CS1 Hindi-language sources (hi)|Category:Commons category link from Wikidata|Category:Destroyer goddesses|Category:Durga|Category:Durga Puja|Category:EngvarB from August 2020|Category:Forms of Lakshmi|Category:Forms of Parvati|Category:Hindu goddesses|Category:Justice goddesses|Category:Mother goddesses|Category:Mythological swordfighters|Category:Shaktism|Category:Short description is different from Wikidata|Category:Use dmy dates from November 2021|Category:War goddesses|Category:Webarchive template wayback links,Durga,ta,https://ta.wikipedia.org/wiki/%E0%AE%A4%E0%AF%81%E0%AE%B0%E0%AF%8D%E0%AE%95%E0%AF%8D%E0%AE%95%E0%AF%88
4,"சரஸ்வதி அல்லது கலைமகள் அல்லது இயன்மகள் அல்லது சொன்மகள் இந்து சமயத்தினர் வணங்கும் முக்கியமான பெண் கடவுளரில் ஒருவர். படைப்புக் கடவுளான பிரம்மாவின் சக்தியாகக் கொள்ளப்படுகிறார். சரஸ்வதி என்னும் சமசுகிருதச் சொல் நகர்தல், ஆற்றொழுக்காகச் செல்லல் ஆகிய பொருள்களைக் கொண்ட ஸ்ர் என்னும் வேரின் அடியாகப் பிறந்தது. இருக்கு வேதத்தில் சரஸ்வதி ஒரு ஆறாக உருவகிக்கப்பட்டு உள்ளதாகச் சொல்லப்படுகின்றது. நீர், இந்துக்களின் பார்வையில் வளமை, படைப்பு, தூய்மைப்படுத்தல் முதலியவற்றைப் பிரதிநிதித்துவப்படுத்துகிறது. இதனால்தான் சரஸ்வதியும் இத்தகைய கருத்துருக்களோடு தொடர்புபடுத்தப்பட்டுள்ளாள்.'பேச்சுக் கலையின் தேவதை' எனப் பொருள்படும் ‘வாக் தேவி' என்ற பெயராலும் அழைக்கப்படுகிறாள்.இந்துக்கள், சரஸ்வதியைக் கல்விக் கடவுளாகவும், எல்லாக் கலைகளுக்கும் தலைவியாகவும் கருதுகிறார்கள். அறிவு, ஒளியாகவும், அறியாமை இருளாகவும் கருதப்படுகின்றது. இதனால்தான் சரஸ்வதியை வெண்மை நிறத்தோடு தொடர்பு படுத்துகிறார்கள். வெள்ளை ஆடை அணிந்தவளாகவும், வெள்ளைத் தாமரைப் பூவில் அமர்ந்திருப்பவளாகவும், சரஸ்வதியைச் சமய நூல்கள் வர்ணிக்கின்றன.சரஸ்வதி எனும் பெயரில் இராகம் ஒன்றும் உள்ளது.",Category:All articles covered by WikiProject Wikify|Category:All articles needing references cleanup|Category:All articles with unsourced statements|Category:Articles containing Burmese-language text|Category:Articles containing Chinese-language text|Category:Articles containing Japanese-language text|Category:Articles containing Sanskrit-language text|Category:Articles containing Standard Tibetan-language text|Category:Articles containing Thai-language text|Category:Articles covered by WikiProject Wikify from November 2023|Category:Articles having same image on Wikidata and Wikipedia|Category:Articles with short description|Category:Articles with unsourced statements from December 2023|Category:Articles with unsourced statements from February 2019|Category:Arts goddesses|Category:Buddhist goddesses|Category:Consorts of Brahma|Category:Consorts of Vishnu|Category:EngvarB from September 2016|Category:Hindu goddesses|Category:Jain minor deities|Category:Knowledge goddesses|Category:Music and singing goddesses|Category:Pages using Sister project links with default search|Category:Pages using infobox deity with color param|Category:Pages with Burmese IPA|Category:Personifications of rivers|Category:Rigvedic deities|Category:Saraswati|Category:Sea and river goddesses|Category:Shaktism|Category:Short description is different from Wikidata|Category:Taras|Category:Tiruvalluva Maalai contributors|Category:Use dmy dates from September 2016|Category:Wikipedia articles incorporating a citation from the 1911 Encyclopaedia Britannica with Wikisource reference|Category:Wikipedia articles incorporating text from the 1911 Encyclopædia Britannica|Category:Wikipedia articles needing clarification from February 2019|Category:Wikipedia pages semi-protected against vandalism|Category:Wikipedia references cleanup from November 2023|Category:Wisdom goddesses,Saraswati,ta,https://ta.wikipedia.org/wiki/%E0%AE%9A%E0%AE%B0%E0%AE%9A%E0%AF%81%E0%AE%B5%E0%AE%A4%E0%AE%BF
5,"இயேசு (Jesus; அண். 6 - 4 பொ. ஊ. மு. – பொ. ஊ. 30 - 33, மேலும் நசரேத்தின் இயேசு அல்லது இயேசு கிறிஸ்து எனவும் வேறு பெயர்களாலும் தலைப்புக்களாலும் அறியப்படுகிறார்) என்பவர் முதலாம் நூற்றாண்டு யூத போதகரும், சமயத் தலைவரும் ஆவார். இவர் உலகின் மிகப்பெரிய சமயமான கிறிஸ்தவத்தின் மைய நபரும் ஆவார். பெரும்பாலான கிறிஸ்தவர்கள் இவர் கடவுளின் மகனாக அவதரித்தார் என்றும், எபிரேய வேதாகமத்தில் முன்னறிவிக்கப்பட்ட மெசியா (கிறிஸ்து) என்றும் நம்புகிறார்கள்.பண்டைக் காலத்தை ஆய்வு செய்யும் கிட்டத்தட்ட அனைத்து நவீன அறிஞர்களும் இயேசுவின் வரலாற்றுத் தன்மையை ஒப்புக் கொள்கின்றனர். இயேசுவின் வாழ்வு குறித்த விவரங்கள் நற்செய்திகளில், குறிப்பாக புதிய ஏற்பாட்டின் நான்கு திருமுறை நற்செய்திகளில் உள்ளடங்கியுள்ளன. கல்வி சார்ந்த ஆய்வானது நற்செய்திகளின் வரலாற்று நம்பகத் தன்மை மற்றும் அவை வரலாற்று நபராக இயேசுவை எந்த அளவுக்கு நெருக்கமாக பிரதிபலிக்கின்றன என்பது குறித்து பரவலான பார்வைகளைக் கொடுக்கிறது. பிறந்து எட்டாம் நாளில் இவருக்கு விருத்தசேதனம் செயப்பட்டது. இவர் இளைஞராக திருமுழுக்கு யோவான் என்பவரிடம் திருமுழுக்கு பெற்றார். 40 பகல்கள் மற்றும் இரவுகள் யூதேயா பாலைவனத்தில் நோன்பிருந்த பிறகு நற்செய்தி அறிவிக்கும் ஊழியத்தைத் தொடங்கினார். இடம் விட்டு இடம் பெயர்ந்து போதித்த ஆசிரியர் என்பதால் இவர் பெரும்பாலும் ""ரபி"" என்று அழைக்கப்பட்டார். கடவுளை எவ்வாறு பின்பற்ற வேண்டும் என்று இயேசு தன் சக யூதர்களுடன் விவாதித்தார். மேலும் நோயாளிகளைக் குணப்படுத்தினார்; உவமைகள் மூலம் போதித்தார். பின்பற்றுவோரைப் பெற்றார். இவரைப் பின்பற்றியவர்களில் பனிரெண்டு பேர் இவரது முதன்மையான சீடர்கள் ஆவர். இவர் தன்னை கடவுள் எனக்கூறி கடவுள் மட்டும் செய்யக்கூடிய பாவ மன்னிப்பைப் பிறருக்கு வழங்கியது போன்ற விடயங்கள் மூலம் யூத அதிகாரிகளின் கோபத்திற்கு உள்ளானார். எருசலேத்தில் கைது செய்யப்பட்டார். யூத தலைமைச் சங்கத்தால் விசாரிக்கப்பட்டார். உரோமை அரசின் முன் நிறுத்தப்பட்டார். இதைத் தொடர்ந்து யூதேயாவின் உரோமை ஆளுநர் பொந்தியு பிலாத்து என்பவரின் கட்டளைப்படி இயேசு சிலுவையில் அறையப்பட்டார். இயேசு இறந்த பிறகு மூன்றாம் நாள் உயிர்த்தெழுந்ததாக பார்த்து நம்பி இவரது சீடர்கள் இணைந்து தோற்றுவித்த சமுதாயம் பிறகு தொடக்க கால கிறித்தவமாக வளர்ந்தது. இவரது போதனைகள் மற்றும் வாழ்வு குறித்த விவரங்களானவை தொடக்கத்தில் வாய் வழிச் செய்திகளாக பகிரப்பட்டன. இவையே பின்னர் எழுதப்பட்ட நற்செய்திகளுக்கு ஆதாரங்களாக விளங்கின.தூய ஆவியின் மூலம் கன்னி மரியா கருவுற்று இயேசுவை ஈன்றெடுத்தார், இயேசு பல்வேறு அற்புதங்களை நிகழ்த்தினார், கிறித்தவத் திருச்சபையைத் தோற்றுவித்தார், மக்களின் பாவங்களைப் போக்க சிலுவையில் தன்னை பலியாகக் கொடுத்தார், இறந்த நாளில் இருந்து அடுத்த மூன்றாம் நாள் சாவினின்று உயிர்த்தெழுந்து விண்ணேற்றம் அடைந்தார், மேலும், பூமிக்கு மீண்டும் வருவார் முதலிய நம்பிக்கைகள் கிறித்தவ இறையியலில் உள்ளடங்கியுள்ளன. கடவுளுடன் சமரசமடைந்தவர்களாக மக்களை இயேசு ஆக்குவதாக கிறித்தவர்கள் நம்புகின்றனர். மக்கள் உயிர்த்தெழுவதற்கு முன்னரோ அல்லது பிறகோ வாழ்வோருக்கும், இறந்தோருக்கும் இயேசு தீர்ப்பு வழங்குவார் என நைசின் விசுவாச அறிக்கை குறிப்பிடுகிறது. கிறிஸ்தவ அறுதிவிளைவியலில் இயேசுவின் இரண்டாம் வருகையுடன் இந்நிகழ்வு தொடர்புடையதாகும். மகனாகிய கடவுளின் பிறப்பாக, திரித்துவத்தின் மூவரில் இரண்டாமவராக இயேசுவை பெரும்பாலான கிறித்தவர்கள் வழிபடுகின்றனர். இயேசுவின் பிறப்பானது ஆண்டு தோறும், பொதுவாக 25 திசம்பர் அன்று கிறிஸ்துமஸாகக் கொண்டாடப்படுகிறது. இவர் சிலுவையில் அறையப்பட்ட நாள் புனித வெள்ளியாக போற்றப்படுகிறது. உயிர்தெழுந்த நாள் உயிர்ப்பு ஞாயிறுவாக கொண்டாடப்படுகிறது. உலகின் மிகப் பரவலாகப் பயன்படுத்தப்படும் நாட்காட்டி சகாப்தமானது - இதில் தற்போதைய ஆண்டு பொ. ஊ. 2025 - இயேசுவின் தோராயமான பிறந்த நாளை அடிப்படையாகக் கொண்டதாகும்.கிறித்தவர் அல்லாதவர்களும் இயேசுவை உயர்ந்தவராக ஏற்றிப் போற்றுகின்றனர். இசுலாமிய சமயத்தில் இயேசு முக்கியமான இறைத்தூதர்களில் ஒருவராகவும் மெசியாவாகவும் கருதப்படுகிறார். இசுலாமிய மதத்தவர் இயேசுவைக் கடவுள் அனுப்பிய முக்கியமான இறைத்தூதர் என்றும் கன்னி மரியாளிடம் பிறந்தவர் என்றும் ஏற்றுக்கொண்டாலும், அவரைக் ""கடவுளின் மகன்"" என்று ஏற்பதில்லை. மெசியா குறித்த இறைவாக்குகளை முழுமையாக நிறைவேற்றவில்லை என்பதால் இயேசு மெசியா இல்லை என்று யூத மதத்தினர் வாதிடுகின்றனர்.",Category:0s BC births|Category:1st-century BCE Jews|Category:1st-century Jews|Category:1st-century apocalypticists|Category:1st-century executions|Category:1st-century people|Category:1st-century rabbis|Category:30s deaths|Category:Angelic visionaries|Category:Articles containing Ancient Greek (to 1453)-language text|Category:Articles containing Biblical Hebrew-language text|Category:Articles containing Church Slavonic-language text|Category:Articles containing Classical Syriac-language text|Category:Articles containing Coptic-language text|Category:Articles containing Ge'ez-language text|Category:Articles containing Hebrew-language text|Category:Articles containing Latin-language text|Category:Articles containing Tagalog-language text|Category:Articles incorporating a citation from the 1913 Catholic Encyclopedia with Wikisource reference|Category:Articles with Encyclopædia Britannica links|Category:Articles with hAudio microformats|Category:Articles with hCards|Category:Articles with short description|Category:Ascetics|Category:CS1 French-language sources (fr)|Category:Creator gods|Category:Deified men|Category:Exorcists|Category:Faith healers|Category:Featured articles|Category:Founders of religions|Category:God in Christianity|Category:Jesus|Category:Jewish messiah claimants|Category:Judean people|Category:Justice gods|Category:Killed deities|Category:Life-death-rebirth gods|Category:Miracle workers|Category:Names of God|Category:Nonviolence advocates|Category:Pages using Sister project links with hidden wikidata|Category:Pages using infobox person with multiple parents|Category:Pages using sidebar with the child parameter|Category:Pages with numeric Bible version references|Category:People considered avatars by their followers|Category:People executed by crucifixion|Category:People executed by the Roman Empire|Category:People from Bethlehem|Category:People from Nazareth|Category:Prophets in the Druze faith|Category:Prophets of the New Testament|Category:Rabbis of the Land of Israel|Category:Savior gods|Category:Short description is different from Wikidata|Category:Spoken articles|Category:Torture victims|Category:Use Oxford spelling from December 2024|Category:Use dmy dates from February 2024|Category:Webarchive template wayback links|Category:Wikipedia indefinitely move-protected pages|Category:Wikipedia indefinitely semi-protected pages|Category:Year of birth uncertain|Category:Year of death uncertain,Jesus,ta,https://ta.wikipedia.org/wiki/%E0%AE%87%E0%AE%AF%E0%AF%87%E0%AE%9A%E0%AF%81
6,"மரியா அல்லது மரியாள் (அரமேயம்:מרים மரியம்; அரபு: مريم மர்யம்), என்பவர் இயேசு கிறிஸ்துவின் தாய் ஆவார். கிறிஸ்தவ நம்பிக்கையின்படி, மரியா தூய ஆவியினால் தம் கன்னிமைக்கு எவ்வித பழுதும் ஏற்படாமலேயே இயேசுவைக் கருத்தாங்கினார். உருவில்லாத இறைவன் மரியாவின் கருப்பையில் மனித உடலெடுத்ததால், இவர் இறைவனின் தாய் என்று அழைக்கப்படுகிறார். தாவீது குலத்தைச் சேர்ந்த புனித யோசேப்பு இவரது கணவராவார். மரியாள் கிறிஸ்தவர்களால் சிறப்பாக கத்தோலிக்கர் மற்றும் கிழக்கு மரபுவழித் திருச்சபையினரால் மிகவும் மதிக்கப்படுகிறார். மரியாளை மையமாகக் கொண்ட இறையியல் கல்வி மரியாளியல் எனப்படுகிறது. மரியாளின் பிறப்பு விழாவை கத்தோலிக்க திருச்சபை, கிழக்கு மரபுவழி திருச்சபை, அங்கிலிக்கன் திருச்சபை ஆகியவை செப்டம்பர் 8ல் கொண்டாடுகின்றன.",Category:All article disambiguation pages|Category:All disambiguation pages|Category:Disambiguation pages|Category:Disambiguation pages with given-name-holder lists|Category:Place name disambiguation pages|Category:Short description is different from Wikidata,Mary,ta,https://ta.wikipedia.org/wiki/%E0%AE%AE%E0%AE%B0%E0%AE%BF%E0%AE%AF%E0%AE%BE%E0%AE%B3%E0%AF%8D_(%E0%AE%87%E0%AE%AF%E0%AF%87%E0%AE%9A%E0%AF%81%E0%AE%B5%E0%AE%BF%E0%AE%A9%E0%AF%8D_%E0%AE%A4%E0%AE%BE%E0%AE%AF%E0%AF%8D)
7,"மகாவீரர் (இந்தி:महावीर), பொ.ஊ.மு. 599 – 527 என்று குறிப்பிடப்படுபவர் சைன சமயத்தின் மையக் கருத்துக்களை நிறுவிய வர்த்தமானர் என்ற இந்திய துறவியாகும். சமண சமய வழக்கில் அவர் 24வது மற்றும் கடைசி அருகன் ஆவார்  சைன சமயப் புத்தகங்களில் இவர் வீரர், வீரப்பிரபு, சன்மதி, அதிவீரர் மற்றும் ஞானபுத்திரர் என்று அழைக்கப்படுகிறார்.",Category:5th-century BC Indian Jains|Category:5th-century BC Indian monks|Category:5th-century BC Indian philosophers|Category:5th-century BC Jain monks|Category:6th-century BC Indian Jains|Category:6th-century BC Indian monks|Category:6th-century BC Indian people|Category:6th-century BC Indian philosophers|Category:6th-century BC Jain monks|Category:All Wikipedia articles written in Indian English|Category:Articles having same image on Wikidata and Wikipedia|Category:Articles with short description|Category:Ascetics|Category:CS1: long volume value|Category:CS1 Hindi-language sources (hi)|Category:CS1 maint: location missing publisher|Category:Commons category link from Wikidata|Category:Indian Jain monks|Category:Indian Jain religious leaders|Category:Indian nonviolence advocates|Category:Indian princes|Category:Mahavira|Category:Nāyas|Category:Pages using Sister project links with default search|Category:People from Bihar|Category:People from the Vajjika League|Category:Short description matches Wikidata|Category:Solar dynasty|Category:Source attribution|Category:Tirthankaras|Category:Use Indian English from December 2015|Category:Use dmy dates from December 2015,Mahavira,ta,https://ta.wikipedia.org/wiki/%E0%AE%AE%E0%AE%95%E0%AE%BE%E0%AE%B5%E0%AF%80%E0%AE%B0%E0%AE%B0%E0%AF%8D
